Year,Quarter,Area,Field,Initial Value,First Revised Value,Second Revised Value,Third Revised Value,Fourth Revised Value,Final Value
2018,3,Michigan,September Employment,4366478,4365440,4365448,Not applicable,Not applicable,4365448
2018,3,Michigan,Total Quarterly Wages,56198114482,56157988651,56174403389,Not applicable,Not applicable,56174403389
2018,3,Minnesota,Quarterly Establishments,178822,176773,177029,Not applicable,Not applicable,177029
2018,3,Minnesota,July Employment,2888734,2888687,2888575,Not applicable,Not applicable,2888575
2018,3,Minnesota,August Employment,2899054,2899064,2899169,Not applicable,Not applicable,2899169
2018,3,Minnesota,September Employment,2904306,2906224,2906824,Not applicable,Not applicable,2906824
2018,3,Minnesota,Total Quarterly Wages,40461972686,40493496266,40505035577,Not applicable,Not applicable,40505035577
2018,3,Mississippi,Quarterly Establishments,74924,74439,74062,Not applicable,Not applicable,74062
2018,3,Mississippi,July Employment,1117992,1118102,1117878,Not applicable,Not applicable,1117878
2018,3,Mississippi,August Employment,1132646,1133430,1133218,Not applicable,Not applicable,1133218
2018,3,Mississippi,September Employment,1133659,1134405,1134184,Not applicable,Not applicable,1134184
2018,3,Mississippi,Total Quarterly Wages,11056994512,10974086622,10979164432,Not applicable,Not applicable,10979164432
2018,3,Missouri,Quarterly Establishments,204995,204589,202505,Not applicable,Not applicable,202505
2018,3,Missouri,July Employment,2748474,2747395,2747446,Not applicable,Not applicable,2747446
2018,3,Missouri,August Employment,2782390,2781177,2781208,Not applicable,Not applicable,2781208
2018,3,Missouri,September Employment,2812002,2810911,2810965,Not applicable,Not applicable,2810965
2018,3,Missouri,Total Quarterly Wages,32772975306,32769299530,32771488926,Not applicable,Not applicable,32771488926
2018,3,Montana,Quarterly Establishments,50563,50671,50668,Not applicable,Not applicable,50668
2018,3,Montana,July Employment,464959,465081,464911,Not applicable,Not applicable,464911
